Hostname,IP,Set,Stripe
njscss4n0604,172.18.78.16,5,1
njscss4p0704,172.18.79.28,5,1
tjscssb0304,172.16.79.4,5,1
tjscssb0902,172.16.77.2,5,1
tjscssb1002,172.16.76.28,5,1
tjscssb1402,172.16.76.8,5,1
tjscssb1405,172.16.76.11,5,1
tjscssc0704,172.16.77.40,5,1
tjscssc1004,172.16.77.22,5,1
tjscssc1206,172.16.76.48,5,1
tjscssd0202,172.16.79.44,5,1
tjscssd0902,172.16.75.38,5,1
tjscssd1006,172.16.75.36,5,1
tjscssd1304,172.16.75.16,5,1
hzscssa1804,172.20.75.16,5,1
hzscssa1903,172.20.75.19,5,1
hzscssa2203,172.20.75.37,5,1
hzscssa2206,172.20.75.40,5,1
hzscssb0902,172.20.76.18,5,1
hzscssb1304,172.20.76.36,5,1
hzscssb1403,172.20.76.39,5,1
hzscssb1901,172.20.79.1,5,1
hzscssb1904,172.20.79.4,5,1
hzscssb2204,172.20.79.22,5,1
hzscssc0504,172.20.77.16,5,1
hzscssc1504,172.20.78.28,5,1
njscss4k0305,172.18.75.17,5,2
njscss4k0402,172.18.75.20,5,2
njscss4l0302,172.18.75.38,5,2
njscss4l0602,172.18.76.8,5,2
njscss4l0605,172.18.76.11,5,2
njscss4l0905,172.18.76.29,5,2
njscss4l1002,172.18.76.32,5,2
njscss4l1302,172.18.77.2,5,2
njscss4m1604,172.18.77.20,5,2
njscss4m1703,172.18.77.23,5,2
njscss4n1104,172.18.78.36,5,2
njscss4p1006,172.18.79.48,5,2
tjscssb0404,172.16.78.12,5,2
tjscssb0903,172.16.77.3,5,2
tjscssb1003,172.16.76.29,5,2
tjscssb1403,172.16.76.9,5,2
tjscssb1406,172.16.76.12,5,2
tjscssc1002,172.16.77.20,5,2
tjscssc1005,172.16.77.23,5,2
tjscssc1401,172.16.76.31,5,2
tjscssd0606,172.16.79.24,5,2
tjscssd0903,172.16.75.39,5,2
tjscssd1201,172.16.75.19,5,2
tjscssd1305,172.16.75.17,5,2
hzscssa1901,172.20.75.17,5,2
hzscssa1904,172.20.75.20,5,2
hzscssa2204,172.20.75.38,5,2
hzscssb0804,172.20.76.16,5,2
hzscssb0903,172.20.76.19,5,2
hzscssb1401,172.20.76.37,5,2
hzscssb1404,172.20.76.40,5,2
hzscssb1902,172.20.79.2,5,2
hzscssb2202,172.20.79.20,5,2
hzscssb2205,172.20.79.23,5,2
hzscssc0806,172.20.77.36,5,2
hzscssc1806,172.20.78.48,5,2
njscss4k0306,172.18.75.18,5,3
njscss4k0606,172.18.75.36,5,3
njscss4l0303,172.18.75.39,5,3
njscss4l0603,172.18.76.9,5,3
njscss4l0606,172.18.76.12,5,3
njscss4l0906,172.18.76.30,5,3
njscss4l1206,172.18.76.48,5,3
njscss4l1303,172.18.77.3,5,3
njscss4m1701,172.18.77.21,5,3
njscss4m1704,172.18.77.24,5,3
njscss4p0402,172.18.79.8,5,3
njscss4p1402,172.18.77.44,5,3
tjscssb0901,172.16.77.1,5,3
tjscssb0904,172.16.77.4,5,3
tjscssb1004,172.16.76.30,5,3
tjscssb1404,172.16.76.10,5,3
tjscssc0202,172.16.78.32,5,3
tjscssc1003,172.16.77.21,5,3
tjscssc1006,172.16.77.24,5,3
tjscssc1402,172.16.76.32,5,3
tjscssd0901,172.16.75.37,5,3
tjscssd0904,172.16.75.40,5,3
tjscssd1202,172.16.75.20,5,3
tjscssd1306,172.16.75.18,5,3
hzscssa1902,172.20.75.18,5,3
hzscssa2202,172.20.75.36,5,3
hzscssa2205,172.20.75.39,5,3
hzscssb0901,172.20.76.17,5,3
hzscssb0904,172.20.76.20,5,3
hzscssb1402,172.20.76.38,5,3
hzscssb1804,172.20.75.48,5,3
hzscssb1903,172.20.79.3,5,3
hzscssb2203,172.20.79.21,5,3
hzscssb2206,172.20.79.24,5,3
hzscssc1202,172.20.78.8,5,3
hzscssc2202,172.20.79.44,5,3
njscss4n0701,172.18.78.17,6,1
njscss4n0703,172.18.78.19,6,1
njscss4n1201,172.18.78.37,6,1
njscss4n1203,172.18.78.39,6,1
njscss4p0403,172.18.79.9,6,1
njscss4p0405,172.18.79.11,6,1
njscss4p0705,172.18.79.29,6,1
njscss4p0801,172.18.79.31,6,1
njscss4p1101,172.18.77.25,6,1
njscss4p1103,172.18.77.27,6,1
njscss4p1403,172.18.77.45,6,1
njscss4p1405,172.18.77.47,6,1
tjscssb0201,172.16.79.5,6,1
tjscssb0203,172.16.79.7,6,1
tjscssc0203,172.16.78.33,6,1
tjscssc0205,172.16.78.35,6,1
tjscssc0501,172.16.78.13,6,1
tjscssc0503,172.16.78.15,6,1
tjscssc0601,172.16.77.43,6,1
tjscssc0705,172.16.77.41,6,1
tjscssd0203,172.16.79.45,6,1
tjscssd0205,172.16.79.47,6,1
tjscssd0501,172.16.79.25,6,1
tjscssd0503,172.16.79.27,6,1
hzscssc0505,172.20.77.17,6,1
hzscssc0601,172.20.77.19,6,1
hzscssc0901,172.20.77.37,6,1
hzscssc0903,172.20.77.39,6,1
hzscssc1203,172.20.78.9,6,1
hzscssc1205,172.20.78.11,6,1
hzscssc1505,172.20.78.29,6,1
hzscssc1601,172.20.78.31,6,1
hzscssc1901,172.20.79.25,6,1
hzscssc1903,172.20.79.27,6,1
hzscssc2203,172.20.79.45,6,1
hzscssc2205,172.20.79.47,6,1
njscss4n0702,172.18.78.18,6,2
njscss4n0704,172.18.78.20,6,2
njscss4n1202,172.18.78.38,6,2
njscss4n1204,172.18.78.40,6,2
njscss4p0404,172.18.79.10,6,2
njscss4p0406,172.18.79.12,6,2
njscss4p0706,172.18.79.30,6,2
njscss4p0802,172.18.79.32,6,2
njscss4p1102,172.18.77.26,6,2
njscss4p1104,172.18.77.28,6,2
njscss4p1404,172.18.77.46,6,2
njscss4p1406,172.18.77.48,6,2
tjscssb0202,172.16.79.6,6,2
tjscssb0204,172.16.79.8,6,2
tjscssc0204,172.16.78.34,6,2
tjscssc0206,172.16.78.36,6,2
tjscssc0502,172.16.78.14,6,2
tjscssc0504,172.16.78.16,6,2
tjscssc0602,172.16.77.44,6,2
tjscssc0706,172.16.77.42,6,2
tjscssd0204,172.16.79.46,6,2
tjscssd0206,172.16.79.48,6,2
tjscssd0502,172.16.79.26,6,2
tjscssd0504,172.16.79.28,6,2
hzscssc0506,172.20.77.18,6,2
hzscssc0602,172.20.77.20,6,2
hzscssc0902,172.20.77.38,6,2
hzscssc0904,172.20.77.40,6,2
hzscssc1204,172.20.78.10,6,2
hzscssc1206,172.20.78.12,6,2
hzscssc1506,172.20.78.30,6,2
hzscssc1602,172.20.78.32,6,2
hzscssc1902,172.20.79.26,6,2
hzscssc1904,172.20.79.28,6,2
hzscssc2204,172.20.79.46,6,2
hzscssc2206,172.20.79.48,6,2
hzscssn0101,172.20.80.1,7,1
hzscssn0301,172.20.80.13,7,1
hzscssn0501,172.20.80.25,7,1
hzscssn0701,172.20.80.37,7,1
hzscssn0901,172.20.81.1,7,1
hzscssn1101,172.20.81.13,7,1
hzscssn1301,172.20.81.25,7,1
hzscssn1501,172.20.81.37,7,1
hzscssn1701,172.20.82.1,7,1
hzscssn1901,172.20.82.13,7,1
hzscssn2101,172.20.82.25,7,1
hzscssn2301,172.20.82.37,7,1
njscss4j0101,172.18.81.1,7,1
njscss4j0301,172.18.81.13,7,1
njscss4j0501,172.18.81.25,7,1
njscss4j0701,172.18.81.37,7,1
njscss4j0901,172.18.82.1,7,1
njscss4j1101,172.18.82.13,7,1
njscss4j1301,172.18.82.25,7,1
njscss4j1501,172.18.82.37,7,1
njscss4k0801,172.18.80.7,7,1
njscss4k1001,172.18.80.19,7,1
njscss4k1201,172.18.80.31,7,1
njscss4k1401,172.18.80.43,7,1
tjscssd1401,172.16.80.1,7,1
tjscsse0201,172.16.82.7,7,1
tjscsse0401,172.16.81.1,7,1
tjscsse0601,172.16.81.13,7,1
tjscsse0801,172.16.81.25,7,1
tjscsse1001,172.16.81.37,7,1
tjscsse1201,172.16.80.7,7,1
tjscsse1401,172.16.80.19,7,1
tjscsse1601,172.16.80.31,7,1
tjscsse1801,172.16.80.43,7,1
tjscssf0201,172.16.82.25,7,1
tjscssf0401,172.16.82.37,7,1
hzscssn0102,172.20.80.2,7,2
hzscssn0302,172.20.80.14,7,2
hzscssn0502,172.20.80.26,7,2
hzscssn0702,172.20.80.38,7,2
hzscssn0902,172.20.81.2,7,2
hzscssn1102,172.20.81.14,7,2
hzscssn1302,172.20.81.26,7,2
hzscssn1502,172.20.81.38,7,2
hzscssn1702,172.20.82.2,7,2
hzscssn1902,172.20.82.14,7,2
hzscssn2102,172.20.82.26,7,2
hzscssn2302,172.20.82.38,7,2
njscss4j0102,172.18.81.2,7,2
njscss4j0302,172.18.81.14,7,2
njscss4j0502,172.18.81.26,7,2
njscss4j0702,172.18.81.38,7,2
njscss4j0902,172.18.82.2,7,2
njscss4j1102,172.18.82.14,7,2
njscss4j1302,172.18.82.26,7,2
njscss4j1502,172.18.82.38,7,2
njscss4k0802,172.18.80.8,7,2
njscss4k1002,172.18.80.20,7,2
njscss4k1202,172.18.80.32,7,2
njscss4k1402,172.18.80.44,7,2
tjscssd1402,172.16.80.2,7,2
tjscsse0202,172.16.82.8,7,2
tjscsse0402,172.16.81.2,7,2
tjscsse0602,172.16.81.14,7,2
tjscsse0802,172.16.81.26,7,2
tjscsse1002,172.16.81.38,7,2
tjscsse1202,172.16.80.8,7,2
tjscsse1402,172.16.80.20,7,2
tjscsse1602,172.16.80.32,7,2
tjscsse1802,172.16.80.44,7,2
tjscssf0202,172.16.82.26,7,2
tjscssf0402,172.16.82.38,7,2
hzscssn0103,172.20.80.3,7,3
hzscssn0303,172.20.80.15,7,3
hzscssn0503,172.20.80.27,7,3
hzscssn0703,172.20.80.39,7,3
hzscssn0903,172.20.81.3,7,3
hzscssn1103,172.20.81.15,7,3
hzscssn1303,172.20.81.27,7,3
hzscssn1503,172.20.81.39,7,3
hzscssn1703,172.20.82.3,7,3
hzscssn1903,172.20.82.15,7,3
hzscssn2103,172.20.82.27,7,3
hzscssn2303,172.20.82.39,7,3
njscss4j0103,172.18.81.3,7,3
njscss4j0303,172.18.81.15,7,3
njscss4j0503,172.18.81.27,7,3
njscss4j0703,172.18.81.39,7,3
njscss4j0903,172.18.82.3,7,3
njscss4j1103,172.18.82.15,7,3
njscss4j1303,172.18.82.27,7,3
njscss4j1503,172.18.82.39,7,3
njscss4k0803,172.18.80.9,7,3
njscss4k1003,172.18.80.21,7,3
njscss4k1203,172.18.80.33,7,3
njscss4k1403,172.18.80.45,7,3
tjscssd1403,172.16.80.3,7,3
tjscsse0203,172.16.82.9,7,3
tjscsse0403,172.16.81.3,7,3
tjscsse0603,172.16.81.15,7,3
tjscsse0803,172.16.81.27,7,3
tjscsse1003,172.16.81.39,7,3
tjscsse1203,172.16.80.9,7,3
tjscsse1403,172.16.80.21,7,3
tjscsse1603,172.16.80.33,7,3
tjscsse1803,172.16.80.45,7,3
tjscssf0203,172.16.82.27,7,3
tjscssf0403,172.16.82.39,7,3
hzscssn0104,172.20.80.4,7,4
hzscssn0304,172.20.80.16,7,4
hzscssn0504,172.20.80.28,7,4
hzscssn0704,172.20.80.40,7,4
hzscssn0904,172.20.81.4,7,4
hzscssn1104,172.20.81.16,7,4
hzscssn1304,172.20.81.28,7,4
hzscssn1504,172.20.81.40,7,4
hzscssn1704,172.20.82.4,7,4
hzscssn1904,172.20.82.16,7,4
hzscssn2104,172.20.82.28,7,4
hzscssn2304,172.20.82.40,7,4
njscss4j0104,172.18.81.4,7,4
njscss4j0304,172.18.81.16,7,4
njscss4j0504,172.18.81.28,7,4
njscss4j0704,172.18.81.40,7,4
njscss4j0904,172.18.82.4,7,4
njscss4j1104,172.18.82.16,7,4
njscss4j1304,172.18.82.28,7,4
njscss4j1504,172.18.82.40,7,4
njscss4k0804,172.18.80.10,7,4
njscss4k1004,172.18.80.22,7,4
njscss4k1204,172.18.80.34,7,4
njscss4k1404,172.18.80.46,7,4
tjscssd1404,172.16.80.4,7,4
tjscsse0204,172.16.82.10,7,4
tjscsse0404,172.16.81.4,7,4
tjscsse0604,172.16.81.16,7,4
tjscsse0804,172.16.81.28,7,4
tjscsse1004,172.16.81.40,7,4
tjscsse1204,172.16.80.10,7,4
tjscsse1404,172.16.80.22,7,4
tjscsse1604,172.16.80.34,7,4
tjscsse1804,172.16.80.46,7,4
tjscssf0204,172.16.82.28,7,4
tjscssf0404,172.16.82.40,7,4
hzscssn0105,172.20.80.5,7,5
hzscssn0305,172.20.80.17,7,5
hzscssn0505,172.20.80.29,7,5
hzscssn0705,172.20.80.41,7,5
hzscssn0905,172.20.81.5,7,5
hzscssn1105,172.20.81.17,7,5
hzscssn1305,172.20.81.29,7,5
hzscssn1505,172.20.81.41,7,5
hzscssn1705,172.20.82.5,7,5
hzscssn1905,172.20.82.17,7,5
hzscssn2105,172.20.82.29,7,5
hzscssn2305,172.20.82.41,7,5
njscss4j0105,172.18.81.5,7,5
njscss4j0305,172.18.81.17,7,5
njscss4j0505,172.18.81.29,7,5
njscss4j0705,172.18.81.41,7,5
njscss4j0905,172.18.82.5,7,5
njscss4j1105,172.18.82.17,7,5
njscss4j1305,172.18.82.29,7,5
njscss4j1505,172.18.82.41,7,5
njscss4k0805,172.18.80.11,7,5
njscss4k1005,172.18.80.23,7,5
njscss4k1205,172.18.80.35,7,5
njscss4k1405,172.18.80.47,7,5
tjscssd1405,172.16.80.5,7,5
tjscsse0205,172.16.82.11,7,5
tjscsse0405,172.16.81.5,7,5
tjscsse0605,172.16.81.17,7,5
tjscsse0805,172.16.81.29,7,5
tjscsse1005,172.16.81.41,7,5
tjscsse1205,172.16.80.11,7,5
tjscsse1405,172.16.80.23,7,5
tjscsse1605,172.16.80.35,7,5
tjscsse1805,172.16.80.47,7,5
tjscssf0205,172.16.82.29,7,5
tjscssf0405,172.16.82.41,7,5
hzscssn0106,172.20.80.6,7,6
hzscssn0306,172.20.80.18,7,6
hzscssn0506,172.20.80.30,7,6
hzscssn0706,172.20.80.42,7,6
hzscssn0906,172.20.81.6,7,6
hzscssn1106,172.20.81.18,7,6
hzscssn1306,172.20.81.30,7,6
hzscssn1506,172.20.81.42,7,6
hzscssn1706,172.20.82.6,7,6
hzscssn1906,172.20.82.18,7,6
hzscssn2106,172.20.82.30,7,6
hzscssn2306,172.20.82.42,7,6
njscss4j0106,172.18.81.6,7,6
njscss4j0306,172.18.81.18,7,6
njscss4j0506,172.18.81.30,7,6
njscss4j0706,172.18.81.42,7,6
njscss4j0906,172.18.82.6,7,6
njscss4j1106,172.18.82.18,7,6
njscss4j1306,172.18.82.30,7,6
njscss4j1506,172.18.82.42,7,6
njscss4k0806,172.18.80.12,7,6
njscss4k1006,172.18.80.24,7,6
njscss4k1206,172.18.80.36,7,6
njscss4k1406,172.18.80.48,7,6
tjscssd1406,172.16.80.6,7,6
tjscsse0206,172.16.82.12,7,6
tjscsse0406,172.16.81.6,7,6
tjscsse0606,172.16.81.18,7,6
tjscsse0806,172.16.81.30,7,6
tjscsse1006,172.16.81.42,7,6
tjscsse1206,172.16.80.12,7,6
tjscsse1406,172.16.80.24,7,6
tjscsse1606,172.16.80.36,7,6
tjscsse1806,172.16.80.48,7,6
tjscssf0206,172.16.82.30,7,6
tjscssf0406,172.16.82.42,7,6
hzscssn0201,172.20.80.7,7,7
hzscssn0401,172.20.80.19,7,7
hzscssn0601,172.20.80.31,7,7
hzscssn0801,172.20.80.43,7,7
hzscssn1001,172.20.81.7,7,7
hzscssn1201,172.20.81.19,7,7
hzscssn1401,172.20.81.31,7,7
hzscssn1601,172.20.81.43,7,7
hzscssn1801,172.20.82.7,7,7
hzscssn2001,172.20.82.19,7,7
hzscssn2201,172.20.82.31,7,7
hzscssn2401,172.20.82.43,7,7
njscss4j0201,172.18.81.7,7,7
njscss4j0401,172.18.81.19,7,7
njscss4j0601,172.18.81.31,7,7
njscss4j0801,172.18.81.43,7,7
njscss4j1001,172.18.82.7,7,7
njscss4j1201,172.18.82.19,7,7
njscss4j1401,172.18.82.31,7,7
njscss4k0701,172.18.80.1,7,7
njscss4k0901,172.18.80.13,7,7
njscss4k1101,172.18.80.25,7,7
njscss4k1301,172.18.80.37,7,7
njscss4k1501,172.18.82.43,7,7
tjscsse0101,172.16.82.1,7,7
tjscsse0301,172.16.82.13,7,7
tjscsse0501,172.16.81.7,7,7
tjscsse0701,172.16.81.19,7,7
tjscsse0901,172.16.81.31,7,7
tjscsse1101,172.16.81.43,7,7
tjscsse1301,172.16.80.13,7,7
tjscsse1501,172.16.80.25,7,7
tjscsse1701,172.16.80.37,7,7
tjscssf0101,172.16.82.19,7,7
tjscssf0301,172.16.82.31,7,7
tjscssf0501,172.16.82.43,7,7
hzscssn0202,172.20.80.8,7,8
hzscssn0402,172.20.80.20,7,8
hzscssn0602,172.20.80.32,7,8
hzscssn0802,172.20.80.44,7,8
hzscssn1002,172.20.81.8,7,8
hzscssn1202,172.20.81.20,7,8
hzscssn1402,172.20.81.32,7,8
hzscssn1602,172.20.81.44,7,8
hzscssn1802,172.20.82.8,7,8
hzscssn2002,172.20.82.20,7,8
hzscssn2202,172.20.82.32,7,8
hzscssn2402,172.20.82.44,7,8
njscss4j0202,172.18.81.8,7,8
njscss4j0402,172.18.81.20,7,8
njscss4j0602,172.18.81.32,7,8
njscss4j0802,172.18.81.44,7,8
njscss4j1002,172.18.82.8,7,8
njscss4j1202,172.18.82.20,7,8
njscss4j1402,172.18.82.32,7,8
njscss4k0702,172.18.80.2,7,8
njscss4k0902,172.18.80.14,7,8
njscss4k1102,172.18.80.26,7,8
njscss4k1302,172.18.80.38,7,8
njscss4k1502,172.18.82.44,7,8
tjscsse0102,172.16.82.2,7,8
tjscsse0302,172.16.82.14,7,8
tjscsse0502,172.16.81.8,7,8
tjscsse0702,172.16.81.20,7,8
tjscsse0902,172.16.81.32,7,8
tjscsse1102,172.16.81.44,7,8
tjscsse1302,172.16.80.14,7,8
tjscsse1502,172.16.80.26,7,8
tjscsse1702,172.16.80.38,7,8
tjscssf0102,172.16.82.20,7,8
tjscssf0302,172.16.82.32,7,8
tjscssf0502,172.16.82.44,7,8
hzscssn0203,172.20.80.9,7,9
hzscssn0403,172.20.80.21,7,9
hzscssn0603,172.20.80.33,7,9
hzscssn0803,172.20.80.45,7,9
hzscssn1003,172.20.81.9,7,9
hzscssn1203,172.20.81.21,7,9
hzscssn1403,172.20.81.33,7,9
hzscssn1603,172.20.81.45,7,9
hzscssn1803,172.20.82.9,7,9
hzscssn2003,172.20.82.21,7,9
hzscssn2203,172.20.82.33,7,9
hzscssn2403,172.20.82.45,7,9
njscss4j0203,172.18.81.9,7,9
njscss4j0403,172.18.81.21,7,9
njscss4j0603,172.18.81.33,7,9
njscss4j0803,172.18.81.45,7,9
njscss4j1003,172.18.82.9,7,9
njscss4j1203,172.18.82.21,7,9
njscss4j1403,172.18.82.33,7,9
njscss4k0703,172.18.80.3,7,9
njscss4k0903,172.18.80.15,7,9
njscss4k1103,172.18.80.27,7,9
njscss4k1303,172.18.80.39,7,9
njscss4k1503,172.18.82.45,7,9
tjscsse0103,172.16.82.3,7,9
tjscsse0303,172.16.82.15,7,9
tjscsse0503,172.16.81.9,7,9
tjscsse0703,172.16.81.21,7,9
tjscsse0903,172.16.81.33,7,9
tjscsse1103,172.16.81.45,7,9
tjscsse1303,172.16.80.15,7,9
tjscsse1503,172.16.80.27,7,9
tjscsse1703,172.16.80.39,7,9
tjscssf0103,172.16.82.21,7,9
tjscssf0303,172.16.82.33,7,9
tjscssf0503,172.16.82.45,7,9
hzscssn0204,172.20.80.10,7,10
hzscssn0404,172.20.80.22,7,10
hzscssn0604,172.20.80.34,7,10
hzscssn0804,172.20.80.46,7,10
hzscssn1004,172.20.81.10,7,10
hzscssn1204,172.20.81.22,7,10
hzscssn1404,172.20.81.34,7,10
hzscssn1604,172.20.81.46,7,10
hzscssn1804,172.20.82.10,7,10
hzscssn2004,172.20.82.22,7,10
hzscssn2204,172.20.82.34,7,10
hzscssn2404,172.20.82.46,7,10
njscss4j0204,172.18.81.10,7,10
njscss4j0404,172.18.81.22,7,10
njscss4j0604,172.18.81.34,7,10
njscss4j0804,172.18.81.46,7,10
njscss4j1004,172.18.82.10,7,10
njscss4j1204,172.18.82.22,7,10
njscss4j1404,172.18.82.34,7,10
njscss4k0704,172.18.80.4,7,10
njscss4k0904,172.18.80.16,7,10
njscss4k1104,172.18.80.28,7,10
njscss4k1304,172.18.80.40,7,10
njscss4k1504,172.18.82.46,7,10
tjscsse0104,172.16.82.4,7,10
tjscsse0304,172.16.82.16,7,10
tjscsse0504,172.16.81.10,7,10
tjscsse0704,172.16.81.22,7,10
tjscsse0904,172.16.81.34,7,10
tjscsse1104,172.16.81.46,7,10
tjscsse1304,172.16.80.16,7,10
tjscsse1504,172.16.80.28,7,10
tjscsse1704,172.16.80.40,7,10
tjscssf0104,172.16.82.22,7,10
tjscssf0304,172.16.82.34,7,10
tjscssf0504,172.16.82.46,7,10
hzscssn0205,172.20.80.11,7,11
hzscssn0405,172.20.80.23,7,11
hzscssn0605,172.20.80.35,7,11
hzscssn0805,172.20.80.47,7,11
hzscssn1005,172.20.81.11,7,11
hzscssn1205,172.20.81.23,7,11
hzscssn1405,172.20.81.35,7,11
hzscssn1605,172.20.81.47,7,11
hzscssn1805,172.20.82.11,7,11
hzscssn2005,172.20.82.23,7,11
hzscssn2205,172.20.82.35,7,11
hzscssn2405,172.20.82.47,7,11
njscss4j0205,172.18.81.11,7,11
njscss4j0405,172.18.81.23,7,11
njscss4j0605,172.18.81.35,7,11
njscss4j0805,172.18.81.47,7,11
njscss4j1005,172.18.82.11,7,11
njscss4j1205,172.18.82.23,7,11
njscss4j1405,172.18.82.35,7,11
njscss4k0705,172.18.80.5,7,11
njscss4k0905,172.18.80.17,7,11
njscss4k1105,172.18.80.29,7,11
njscss4k1305,172.18.80.41,7,11
njscss4k1505,172.18.82.47,7,11
tjscsse0105,172.16.82.5,7,11
tjscsse0305,172.16.82.17,7,11
tjscsse0505,172.16.81.11,7,11
tjscsse0705,172.16.81.23,7,11
tjscsse0905,172.16.81.35,7,11
tjscsse1105,172.16.81.47,7,11
tjscsse1305,172.16.80.17,7,11
tjscsse1505,172.16.80.29,7,11
tjscsse1705,172.16.80.41,7,11
tjscssf0105,172.16.82.23,7,11
tjscssf0305,172.16.82.35,7,11
tjscssf0505,172.16.82.47,7,11
hzscssn0206,172.20.80.12,7,12
hzscssn0406,172.20.80.24,7,12
hzscssn0606,172.20.80.36,7,12
hzscssn0806,172.20.80.48,7,12
hzscssn1006,172.20.81.12,7,12
hzscssn1206,172.20.81.24,7,12
hzscssn1406,172.20.81.36,7,12
hzscssn1606,172.20.81.48,7,12
hzscssn1806,172.20.82.12,7,12
hzscssn2006,172.20.82.24,7,12
hzscssn2206,172.20.82.36,7,12
hzscssn2406,172.20.82.48,7,12
njscss4j0206,172.18.81.12,7,12
njscss4j0406,172.18.81.24,7,12
njscss4j0606,172.18.81.36,7,12
njscss4j0806,172.18.81.48,7,12
njscss4j1006,172.18.82.12,7,12
njscss4j1206,172.18.82.24,7,12
njscss4j1406,172.18.82.36,7,12
njscss4k0706,172.18.80.6,7,12
njscss4k0906,172.18.80.18,7,12
njscss4k1106,172.18.80.30,7,12
njscss4k1306,172.18.80.42,7,12
njscss4k1506,172.18.82.48,7,12
tjscsse0106,172.16.82.6,7,12
tjscsse0306,172.16.82.18,7,12
tjscsse0506,172.16.81.12,7,12
tjscsse0706,172.16.81.24,7,12
tjscsse0906,172.16.81.36,7,12
tjscsse1106,172.16.81.48,7,12
tjscsse1306,172.16.80.18,7,12
tjscsse1506,172.16.80.30,7,12
tjscsse1706,172.16.80.42,7,12
tjscssf0106,172.16.82.24,7,12
tjscssf0306,172.16.82.36,7,12
tjscssf0506,172.16.82.48,7,12
